ID;Antig;Idade;Grau_Acad;Rendimento;Filhos;NumCompras;Dias_UltCompra;Vendas;Choc_PretoSim;Choc_PretoRec;Choc_BrancoSim;Choc_BrancoRec;Choc_Ruby;Ovo_Pascoa
2387;581;35;Mestrado;58 377 €;0;14;22;481;68;2;26;4;1;1
2388;791;28;Mestrado;52 461 €;1;12;53;397;33;1;42;13;11;0
2389;847;31;Mestrado;45 999 €;1;1;202;20;63;10;14;10;3;0
2390;1033;49;Mestrado;68 562 €;1;18;1;710;83;1;12;1;2;0
2391;1216;48;Mestrado;70 631 €;1;22;84;963;78;5;15;1;1;0
2392;1105;66;Mestrado;104 360 €;1;26;68;1214;39;8;37;8;9;1
2393;690;37;Licenciatura;53 293 €;0;1;540;19;47;12;33;6;2;0
2394;951;31;Mestrado;44 787 €;0;4;30;60;38;4;53;0;5;0
2395;842;43;Mestrado;67 713 €;0;4;27;91;71;2;24;1;2;0
2396;1198;66;Mestrado;93 772 €;1;32;77;1605;30;9;53;2;6;0
2397;802;39;Secundario;63 761 €;0;2;54;38;26;2;43;13;16;0
2398;984;76;Mestrado;118 761 €;1;40;96;2103;67;1;19;6;7;1
2399;1197;74;Licenciatura;113 663 €;1;45;70;2410;45;8;29;13;4;1
2400;870;56;Secundario;75 338 €;1;22;56;953;61;9;20;8;2;1
2401;1107;58;Licenciatura;103 628 €;1;29;68;1401;54;10;24;1;11;1
2402;687;54;Licenciatura;97 622 €;1;16;4;602;78;4;17;1;1;0
2403;885;20;Secundario;22 357 €;1;2;22;30;19;17;21;33;9;0
2404;949;54;Mestrado;73 568 €;0;15;92;538;80;0;14;1;5;0
2405;819;43;Licenciatura;69 566 €;0;2;4;42;68;15;13;2;2;0
2406;729;22;Licenciatura;15 938 €;0;5;45;44;9;29;33;16;13;0
2407;780;29;Secundario;35 460 €;0;2;4;33;45;1;27;13;14;0
2408;1098;42;Licenciatura;61 459 €;1;15;92;543;54;7;38;1;0;0
2409;900;50;Licenciatura;71 021 €;1;20;24;827;78;1;18;2;0;0
2410;1046;40;Licenciatura;49 798 €;1;1;438;19;34;21;36;4;5;0
2411;1092;30;Mestrado;45 424 €;0;4;41;60;24;13;45;14;4;0
2412;824;59;Mestrado;89 962 €;1;11;93;345;47;9;37;2;5;0
2413;698;32;Licenciatura;49 646 €;0;2;68;42;48;6;23;8;15;0
2414;1193;26;Secundario;32 491 €;0;4;96;66;20;13;56;3;8;0
2415;1060;57;Licenciatura;70 424 €;1;13;67;437;36;22;21;15;7;0
2416;884;45;Licenciatura;70 729 €;1;9;12;260;46;14;25;3;11;0
2417;807;75;Mestrado;92 843 €;1;29;71;1413;44;4;46;2;4;0
2418;552;65;Mestrado;77 683 €;0;5;81;122;76;3;18;2;1;0
2419;627;77;Secundario;113 962 €;1;35;46;1796;40;4;48;5;3;1
2420;1104;23;Mestrado;34 248 €;0;2;16;31;15;23;48;1;13;0
2421;1235;74;Mestrado;114 849 €;1;39;41;2043;18;4;65;5;8;0
2422;752;75;Licenciatura;113 514 €;1;35;72;1790;37;4;46;7;6;1
2423;711;26;Mestrado;32 666 €;0;4;16;57;41;7;39;8;5;0
2424;742;24;Secundario;41 395 €;0;2;30;29;10;29;34;21;6;0
2425;631;24;Licenciatura;22 675 €;1;3;32;49;28;20;34;13;5;0
2426;1097;59;Doutoramento;81 419 €;1;22;20;948;58;11;28;3;0;0
2427;778;61;Mestrado;107 495 €;1;30;67;1467;45;2;32;14;7;0
2428;652;32;Mestrado;49 542 €;0;3;4;64;54;5;33;3;5;0
2429;935;41;Mestrado;58 325 €;0;9;83;256;63;2;27;0;7;0
2430;970;39;Mestrado;56 809 €;0;4;75;69;85;1;12;1;1;0
2431;830;26;Mestrado;32 203 €;0;1;11;14;37;7;43;9;3;0
2432;674;22;Licenciatura;18 275 €;0;4;52;37;15;39;23;22;1;0
2433;817;55;Licenciatura;87 672 €;1;15;44;543;30;24;28;7;11;0
2434;671;41;Mestrado;75 376 €;1;26;49;1211;59;2;35;3;1;0
2435;1198;64;Secundario;105 313 €;1;28;66;1335;30;12;32;22;4;0
2436;677;65;Mestrado;87 457 €;1;11;28;340;73;4;17;5;1;0
2437;1132;21;Licenciatura;30 009 €;1;14;67;492;14;0;46;8;32;0
2438;1086;31;Mestrado;40 569 €;1;14;98;486;30;23;26;1;20;0
2439;605;41;Mestrado;61 853 €;1;7;56;183;52;8;35;1;5;0
2440;607;60;Mestrado;102 403 €;1;29;80;1414;72;4;17;2;6;1
2441;652;68;Secundario;96 934 €;1;25;96;1149;16;16;34;34;0;0
2442;778;51;Mestrado;71 537 €;0;10;48;299;91;0;7;1;1;0
2443;638;73;Mestrado;110 094 €;1;32;28;1595;54;2;35;3;6;1
2444;1154;66;Licenciatura;98 695 €;1;30;40;1463;23;12;56;6;3;0
2445;670;31;Mestrado;61 836 €;0;4;89;91;41;1;51;4;4;0
2446;982;77;Licenciatura;93 335 €;0;24;5;1074;72;3;20;4;1;0
2447;712;53;Mestrado;67 665 €;0;8;48;225;92;0;7;0;1;0
2448;840;51;Secundario;62 699 €;1;16;98;598;85;2;10;3;1;0
2449;924;32;Secundario;57 408 €;0;1;509;19;24;5;30;20;22;0
2450;607;40;Licenciatura;45 144 €;0;3;79;43;30;8;31;17;14;0
2451;971;21;Licenciatura;37 551 €;0;4;23;65;6;28;40;13;13;0
2452;550;38;Mestrado;47 120 €;0;3;1;43;64;2;29;2;3;0
2453;1237;37;Licenciatura;31 132 €;0;3;47;36;53;2;34;1;11;0
2454;700;65;Secundario;87 284 €;0;15;17;544;72;6;13;3;6;1
2455;822;45;Secundario;67 531 €;1;8;32;225;77;2;14;3;4;0
2456;722;43;Mestrado;63 852 €;0;5;34;120;47;5;38;6;4;0
2457;895;49;Mestrado;63 359 €;0;10;77;296;78;1;16;2;4;0
2458;1026;21;Licenciatura;18 733 €;0;3;42;45;13;14;51;7;15;0
2459;1164;67;Licenciatura;94 512 €;1;31;70;1532;38;19;40;3;0;0
2460;828;24;Licenciatura;40 945 €;0;1;401;20;14;12;38;20;16;0
2461;915;73;Mestrado;99 384 €;1;29;21;1410;27;7;52;6;8;1
2462;1235;38;Mestrado;64 291 €;0;9;31;263;78;2;18;0;1;0
2463;1017;22;Licenciatura;31 303 €;1;4;51;90;32;7;31;11;19;0
2464;1036;45;Mestrado;85 023 €;1;24;26;1074;88;1;10;0;1;1
2465;1158;19;Secundario;27 233 €;0;3;5;41;11;30;14;6;40;0
2466;1217;64;Licenciatura;81 418 €;1;21;80;900;43;14;38;0;5;0
2467;698;53;Licenciatura;81 358 €;0;18;1;707;86;1;12;1;0;1
2468;636;63;Licenciatura;95 642 €;1;18;45;720;53;9;24;13;1;0
2469;831;60;Mestrado;84 460 €;0;13;64;443;79;1;18;1;1;0
2470;992;55;Mestrado;88 347 €;1;20;31;830;64;10;12;4;10;0
2471;1196;33;Mestrado;58 213 €;0;8;90;223;60;2;35;2;1;0
2472;765;64;Licenciatura;86 488 €;1;22;59;957;67;6;20;6;0;1
2473;1136;59;Mestrado;78 129 €;0;18;20;711;69;0;26;1;4;0
2474;581;59;Mestrado;84 839 €;1;16;58;604;78;5;14;1;2;0
2475;1136;59;Licenciatura;88 583 €;1;20;51;839;68;9;17;4;2;0
2476;1129;60;Secundario;98 608 €;1;34;32;1730;45;8;30;11;6;1
2477;612;64;Mestrado;114 985 €;0;33;11;1670;63;10;22;5;0;0
2478;934;30;Mestrado;34 588 €;0;3;28;31;39;8;42;10;1;0
2479;987;22;Licenciatura;23 151 €;1;5;94;72;31;5;44;15;6;0
2480;702;32;Mestrado;32 851 €;0;4;3;45;45;8;36;1;10;0
2481;1051;70;Licenciatura;96 267 €;1;31;83;1533;41;9;34;8;8;0
2482;636;28;Mestrado;14 344 €;0;3;70;23;49;9;32;9;0;0
2483;860;34;Licenciatura;17 680 €;0;4;48;41;24;10;43;18;5;0
2484;1224;64;Mestrado;81 085 €;1;20;16;838;49;4;39;4;4;0
2485;681;56;Mestrado;77 588 €;1;3;13;66;52;11;19;6;12;0
2486;1101;70;Licenciatura;94 068 €;1;38;32;1981;34;19;31;13;3;1
2487;1084;45;Mestrado;53 951 €;1;16;78;590;72;3;20;1;4;0
2488;601;52;Mestrado;71 351 €;1;7;35;184;42;4;36;8;10;0
2489;701;46;Mestrado;57 452 €;1;2;71;23;82;2;11;5;1;0
2490;660;68;Licenciatura;92 647 €;1;21;90;892;18;13;43;14;12;0
2491;1175;78;Mestrado;113 791 €;1;40;79;2101;44;7;40;4;5;0
2492;630;74;Licenciatura;126 407 €;1;38;87;1976;55;4;27;7;7;1
2493;582;24;Mestrado;28 462 €;1;1;298;9;24;7;41;14;14;0
2494;1139;33;Licenciatura;48 953 €;0;11;16;339;51;3;37;5;4;0
2495;725;47;Licenciatura;61 564 €;1;5;42;118;80;2;13;2;2;0
2496;720;43;Licenciatura;58 136 €;0;4;45;48;40;11;27;15;7;0
2497;1123;28;Licenciatura;38 162 €;0;4;75;72;18;6;45;12;19;0
2498;798;42;Secundario;55 400 €;0;2;79;42;51;4;35;7;3;0
2499;806;65;Licenciatura;93 509 €;1;21;32;890;67;5;19;9;1;0
2500;592;77;Mestrado;114 127 €;1;41;25;2163;70;2;24;2;2;1
2501;677;63;Mestrado;86 168 €;1;23;54;1011;67;5;19;2;7;0
2502;1169;64;Mestrado;104 589 €;0;32;82;1605;68;4;21;4;3;1
2503;1144;46;Licenciatura;84 144 €;0;16;77;591;49;15;15;4;16;0
2504;638;30;Licenciatura;43 690 €;0;3;0;38;38;7;41;7;7;0
2505;921;30;Licenciatura;35 071 €;0;1;405;14;33;11;42;10;4;0
2506;985;20;Secundario;27 197 €;1;4;73;69;12;36;18;20;14;0
2507;978;43;Licenciatura;62 181 €;1;12;62;391;67;10;17;1;6;0
2508;862;76;Secundario;120 913 €;1;43;78;2287;29;0;55;15;1;1
2509;846;75;Secundario;130 572 €;1;36;95;1860;15;24;24;18;19;0
2510;1240;48;Licenciatura;77 635 €;0;23;63;1011;72;6;16;1;5;0
2511;867;49;Licenciatura;62 948 €;0;10;50;302;89;1;8;0;2;1
2512;603;54;Mestrado;78 721 €;0;4;25;93;75;3;17;2;3;0
2513;551;32;Mestrado;45 910 €;0;4;64;59;73;1;23;1;2;0
2514;717;64;Secundario;114 174 €;1;23;55;1028;39;4;37;2;18;1
2515;1097;53;Mestrado;77 507 €;1;17;75;654;71;1;22;4;3;0
2516;1211;46;Mestrado;71 677 €;0;6;87;147;75;1;19;3;3;0
2517;679;60;Licenciatura;83 267 €;1;14;3;481;42;10;36;8;4;1
2518;841;36;Doutoramento;54 663 €;1;13;12;438;75;6;13;2;3;0
2519;687;53;Mestrado;78 627 €;1;12;91;394;95;0;4;0;0;1
2520;649;29;Licenciatura;27 399 €;0;1;461;7;34;3;27;24;12;0
2521;1017;19;Secundario;10 886 €;0;2;2;17;13;33;21;4;29;0
2522;791;28;Mestrado;25 094 €;0;4;81;42;32;20;16;18;14;0
2523;1221;67;Mestrado;100 334 €;1;36;34;1850;39;6;50;4;1;0
2524;978;27;Licenciatura;44 339 €;1;5;75;122;17;9;15;20;39;0
2525;671;53;Mestrado;74 428 €;1;11;26;346;91;1;7;1;0;0
2526;732;34;Licenciatura;41 804 €;0;2;24;25;41;3;40;10;6;0
2527;1234;51;Licenciatura;77 635 €;1;28;44;1349;87;1;9;0;3;0
2528;747;45;Mestrado;41 971 €;1;1;317;17;82;0;14;2;2;0
2529;1027;49;Doutoramento;65 520 €;1;5;27;120;86;2;11;1;0;0
2530;974;23;Mestrado;39 250 €;1;3;98;64;27;6;54;4;9;0
2531;882;23;Mestrado;26 310 €;0;4;64;40;14;23;41;15;7;0
2532;662;48;Mestrado;80 576 €;1;12;61;389;94;1;4;1;1;0
2533;1056;45;Mestrado;71 255 €;0;13;69;438;92;0;7;0;0;1
2534;581;18;Secundario;24 994 €;0;4;41;44;6;24;26;21;22;0
2535;705;75;Licenciatura;109 632 €;1;28;83;1336;23;19;27;8;23;1
2536;1002;25;Licenciatura;24 064 €;0;3;52;42;24;5;62;2;7;0
2537;787;65;Mestrado;98 255 €;1;24;9;1092;55;1;41;2;1;0
2538;1005;44;Licenciatura;78 280 €;1;23;77;1024;43;8;36;0;12;0
2539;750;58;Licenciatura;81 652 €;1;23;56;1012;66;4;24;4;3;0
2540;701;18;Secundario;27 957 €;1;1;513;13;6;18;41;16;19;0
2541;1201;24;Mestrado;34 067 €;0;3;51;64;26;8;52;8;5;0
2542;899;51;Secundario;63 609 €;1;5;36;116;60;4;26;7;3;0
2543;983;39;Licenciatura;41 322 €;0;2;83;42;41;2;35;12;9;0
2544;1226;59;Licenciatura;99 627 €;1;27;86;1269;39;20;17;7;17;0
2545;952;51;Licenciatura;72 385 €;1;19;0;766;60;5;25;7;3;0
2546;613;22;Secundario;29 932 €;1;5;87;87;42;8;21;8;21;0
2547;1244;74;Doutoramento;106 346 €;1;38;100;1982;66;2;26;4;2;1
2548;770;53;Doutoramento;88 500 €;1;19;96;766;93;0;6;0;0;1
2549;908;62;Mestrado;84 688 €;0;10;30;294;48;4;39;4;5;0
2550;1186;44;Mestrado;58 398 €;1;9;42;259;74;0;24;1;1;0
2551;955;28;Doutoramento;42 167 €;0;5;74;51;57;1;41;1;0;0
2552;915;61;Mestrado;89 305 €;1;11;7;351;28;6;55;6;5;0
2553;830;19;Secundario;23 343 €;0;2;76;17;6;29;26;7;32;1
2554;681;46;Licenciatura;58 610 €;1;2;52;31;56;12;28;0;4;0
2555;1053;69;Licenciatura;106 343 €;1;44;80;2351;46;5;34;8;7;1
2556;735;77;Mestrado;97 483 €;1;22;86;963;77;2;16;4;1;0
2557;636;19;Secundario;26 933 €;1;1;169;16;7;40;13;33;8;0
2558;892;34;Licenciatura;40 973 €;0;6;77;148;37;5;27;14;17;0
2559;794;46;Mestrado;56 194 €;1;3;42;49;78;1;16;3;2;0
2560;638;55;Licenciatura;72 754 €;1;7;35;183;17;4;50;5;24;0
2561;891;62;Mestrado;83 018 €;1;24;66;1076;47;8;28;13;4;0
2562;740;50;Licenciatura;79 266 €;1;10;80;294;65;4;25;6;1;1
2563;1090;28;Mestrado;52 576 €;0;7;21;181;59;2;30;1;8;0
2564;1102;25;Mestrado;29 325 €;1;1;404;20;47;2;32;14;5;0
2565;1235;36;Doutoramento;53 446 €;0;5;10;117;71;0;26;2;1;0
2566;917;68;Licenciatura;106 543 €;0;31;2;1539;62;8;24;5;1;1
2567;951;57;Doutoramento;79 562 €;1;14;66;486;67;6;19;3;5;0
2568;669;28;Mestrado;46 062 €;0;2;96;41;40;9;47;2;2;0
2569;619;21;Licenciatura;40 492 €;0;2;94;32;30;24;24;12;10;0
2570;1202;38;Mestrado;56 391 €;0;13;36;432;70;5;21;4;0;1
2571;870;26;Mestrado;44 677 €;0;5;96;68;40;4;48;1;7;0
2572;559;37;Mestrado;56 982 €;0;2;72;29;71;2;24;3;0;0
2573;1171;18;Secundario;48 521 €;0;8;29;218;12;9;27;30;22;0
2574;728;64;Licenciatura;83 137 €;1;23;18;1022;20;16;39;15;10;0
2575;1063;74;Doutoramento;129 470 €;1;46;90;2467;59;9;24;8;0;1
2576;1172;76;Mestrado;116 752 €;1;43;36;2287;22;3;57;1;17;1
2577;671;40;Doutoramento;49 183 €;0;3;80;46;81;1;15;2;1;0
2578;1176;76;Doutoramento;103 617 €;1;30;50;1474;74;1;23;1;1;0
2579;943;59;Licenciatura;80 918 €;1;16;23;601;40;15;36;8;1;0
2580;1219;38;Secundario;61 068 €;0;9;12;258;34;10;29;5;22;0
2581;947;54;Licenciatura;90 994 €;1;25;72;1144;87;2;9;0;1;1
2582;1138;47;Mestrado;42 657 €;1;8;81;218;87;1;11;1;1;0
2583;1082;64;Mestrado;93 981 €;1;22;41;946;70;2;22;3;3;0
2584;1218;54;Licenciatura;82 160 €;1;20;34;831;80;1;17;1;1;1
2585;1023;32;Mestrado;44 265 €;0;5;15;120;36;6;45;12;2;0
2586;559;64;Mestrado;111 854 €;1;19;24;778;28;5;45;11;11;0
2587;598;78;Licenciatura;106 123 €;1;26;70;1210;29;5;47;7;11;1
2588;789;52;Doutoramento;79 855 €;1;4;26;90;82;1;15;1;2;0
2589;675;22;Licenciatura;44 244 €;0;5;46;83;9;7;48;16;19;0
2590;1202;39;Mestrado;51 724 €;0;6;62;153;60;1;36;1;2;0
2591;861;43;Licenciatura;59 190 €;0;3;86;52;47;5;40;3;5;0
2592;764;65;Doutoramento;103 817 €;1;27;20;1277;69;3;25;1;2;0
2593;1210;56;Mestrado;88 870 €;0;16;18;603;75;3;17;2;3;0
2594;980;38;Mestrado;65 992 €;0;10;46;304;63;3;32;0;2;0
2595;853;49;Mestrado;55 980 €;1;3;58;63;81;1;14;3;0;0
2596;1097;53;Secundario;78 476 €;1;20;96;830;70;3;23;1;3;0
2597;561;23;Mestrado;22 041 €;0;4;43;33;9;40;19;16;16;0
2598;785;29;Licenciatura;53 710 €;0;9;35;259;17;21;52;5;5;0
2599;848;44;Mestrado;74 793 €;1;18;95;707;70;2;25;2;1;0
2600;889;36;Mestrado;48 844 €;0;6;36;153;65;2;28;3;2;1
2601;955;36;Mestrado;57 071 €;0;12;17;385;89;0;9;1;1;1
2602;848;75;Mestrado;124 316 €;1;34;18;1733;41;9;41;1;9;0
2603;1023;54;Mestrado;87 137 €;1;22;90;960;85;1;10;2;2;0
2604;784;41;Mestrado;56 732 €;0;2;49;35;74;0;24;1;1;0
2605;670;71;Mestrado;94 278 €;1;23;47;1020;40;6;27;24;2;0
2606;570;53;Licenciatura;70 872 €;1;6;50;152;85;0;14;0;1;0
2607;1237;27;Mestrado;34 011 €;0;5;81;60;58;8;27;7;0;0
2608;717;50;Secundario;52 609 €;1;3;71;66;70;1;23;3;3;0
2609;620;31;Secundario;44 224 €;1;2;6;42;17;29;20;18;16;0
2610;717;34;Licenciatura;36 791 €;0;3;45;35;44;5;40;9;2;1
2611;582;51;Mestrado;84 127 €;1;7;14;186;61;6;23;3;7;0
2612;553;58;Mestrado;82 536 €;1;16;84;598;55;3;34;4;4;0
2613;571;20;Secundario;19 525 €;0;3;10;23;18;10;41;14;17;0
2614;568;50;Mestrado;51 262 €;1;1;495;20;67;3;25;2;3;0
2615;1038;78;Licenciatura;122 719 €;1;46;4;2470;64;2;26;4;4;1
2616;631;42;Licenciatura;50 718 €;0;4;16;74;74;1;19;2;4;0
2617;776;52;Mestrado;79 138 €;0;10;53;299;78;1;18;1;2;0
2618;1207;45;Mestrado;74 783 €;0;15;71;546;46;9;28;3;13;0
2619;725;18;Secundario;20 951 €;0;3;60;34;5;19;22;37;17;0
2620;1005;21;Licenciatura;34 941 €;1;3;16;65;11;24;36;11;18;0
2621;854;69;Mestrado;104 671 €;1;28;21;1347;43;3;43;8;3;0
2622;1071;59;Secundario;74 752 €;1;16;4;602;12;21;35;5;27;0
2623;639;74;Mestrado;99 173 €;1;14;43;487;37;12;40;5;6;0
2624;854;21;Licenciatura;28 857 €;0;2;83;33;9;17;33;30;11;0
2625;604;21;Licenciatura;29 317 €;1;2;91;24;7;8;48;19;17;0
2626;581;60;Mestrado;101 881 €;0;25;69;1140;83;1;12;1;3;0
2627;872;34;Mestrado;49 449 €;0;12;50;396;49;14;34;3;0;0
2628;794;31;Mestrado;48 553 €;0;2;66;41;53;4;38;4;1;0
2629;1076;43;Mestrado;59 603 €;0;9;23;264;65;3;28;2;2;0
2630;843;42;Mestrado;78 643 €;0;5;40;118;67;2;28;2;1;0
2631;981;35;Mestrado;39 990 €;0;2;36;34;76;0;20;1;2;0
2632;736;66;Licenciatura;90 108 €;1;22;48;963;22;22;34;16;7;0
2633;953;21;Licenciatura;18 859 €;0;4;24;51;13;30;16;23;18;0
2634;699;60;Secundario;87 447 €;1;17;11;645;24;1;29;18;28;0
2635;1153;48;Mestrado;67 341 €;1;20;53;829;53;4;26;9;8;0
2636;953;69;Mestrado;108 705 €;0;37;56;1918;45;5;37;5;8;1
2637;648;46;Mestrado;59 166 €;1;9;73;260;82;2;11;2;3;0
2638;978;43;Licenciatura;49 658 €;0;2;90;33;56;7;33;3;1;1
2639;581;76;Mestrado;114 458 €;1;37;62;1916;49;1;44;1;5;1
2640;898;66;Mestrado;97 367 €;1;36;15;1857;31;6;41;15;7;0
2641;1156;40;Licenciatura;52 515 €;1;9;3;264;28;13;27;15;17;0
2642;1152;48;Mestrado;57 339 €;1;12;85;386;89;1;9;1;0;0
2643;1249;30;Licenciatura;26 686 €;0;1;409;19;50;6;30;9;5;0
2644;1002;56;Mestrado;92 074 €;1;23;9;1028;37;20;28;2;13;0
2645;1027;41;Mestrado;68 786 €;0;12;20;394;64;3;26;4;3;1
2646;922;42;Licenciatura;48 538 €;0;3;9;40;38;3;44;5;9;0
2647;663;76;Mestrado;128 007 €;1;32;3;1600;25;7;63;4;1;1
2648;670;32;Doutoramento;35 522 €;0;3;71;35;38;6;45;5;6;0
2649;1102;73;Mestrado;96 517 €;1;31;96;1529;50;3;43;3;1;0
2650;998;28;Mestrado;29 320 €;0;1;519;11;25;4;59;6;6;0
2651;810;30;Licenciatura;36 101 €;0;2;31;27;27;8;52;6;6;0
2652;776;61;Mestrado;100 114 €;1;25;70;1143;70;5;18;7;0;0
2653;1183;29;Licenciatura;38 493 €;0;3;63;64;48;1;32;12;7;0
2654;660;21;Licenciatura;43 655 €;0;5;65;72;17;6;24;26;27;0
2655;1142;43;Mestrado;49 013 €;0;2;85;38;58;5;25;5;8;0
2656;580;24;Mestrado;35 658 €;0;4;99;40;16;33;25;14;12;0
2657;1018;31;Doutoramento;46 405 €;0;10;98;305;69;1;29;1;1;1
2658;624;36;Mestrado;46 994 €;0;5;53;54;68;1;23;3;4;0
2659;870;49;Mestrado;52 936 €;1;7;9;187;89;0;9;0;1;0
2660;808;41;Doutoramento;71 218 €;0;8;59;225;70;1;24;2;2;0
2661;1048;33;Mestrado;62 001 €;0;4;89;91;52;3;33;2;11;0
2662;765;64;Mestrado;120 045 €;1;36;46;1852;75;1;17;6;1;1
2663;1158;69;Mestrado;103 479 €;1;33;70;1660;75;2;20;1;2;0
2664;636;33;Mestrado;43 892 €;1;2;27;35;28;12;29;9;22;0
2665;1041;38;Licenciatura;66 897 €;0;9;21;254;39;3;42;10;7;0
2666;846;49;Doutoramento;75 953 €;1;5;52;122;93;1;5;0;1;0
2667;1104;57;Doutoramento;81 455 €;1;18;70;715;65;2;28;3;2;0
2668;583;66;Licenciatura;100 548 €;1;30;90;1475;42;12;35;6;4;1
2669;856;54;Licenciatura;72 730 €;1;10;79;295;79;1;12;3;6;0
2670;969;25;Mestrado;47 024 €;0;3;22;47;38;0;43;13;6;0
2671;1063;33;Licenciatura;38 853 €;0;2;44;40;30;5;50;14;2;0
2672;1211;25;Mestrado;45 982 €;0;4;94;91;21;20;37;20;2;0
2673;988;29;Doutoramento;39 758 €;0;2;23;25;60;0;34;2;4;0
2674;1187;45;Mestrado;61 647 €;0;14;9;495;60;7;25;4;4;1
2675;1219;58;Licenciatura;90 856 €;1;29;96;1402;64;9;14;5;8;0
2676;1098;57;Mestrado;73 544 €;1;15;79;545;48;4;32;14;2;0
2677;937;72;Licenciatura;113 061 €;0;29;29;1405;85;4;8;3;0;1
2678;711;74;Mestrado;122 365 €;1;35;23;1798;64;3;29;1;2;1
2679;561;45;Mestrado;58 453 €;1;3;50;65;87;0;12;0;0;0
2680;703;63;Licenciatura;82 605 €;1;24;73;1088;50;4;18;15;13;0
2681;569;36;Licenciatura;49 779 €;1;2;46;28;34;8;39;3;16;0
2682;586;24;Secundario;36 768 €;1;1;222;13;9;28;27;20;16;0
2683;1123;56;Secundario;87 821 €;1;34;64;1730;46;7;31;10;6;1
2684;1198;39;Secundario;56 044 €;0;1;295;19;61;9;22;8;0;0
2685;976;40;Mestrado;65 399 €;1;7;50;186;62;7;18;5;8;0
2686;671;21;Licenciatura;31 385 €;1;4;13;55;9;45;21;22;2;0
2687;598;57;Licenciatura;68 160 €;1;6;16;148;37;16;22;16;9;0
2688;798;49;Mestrado;64 797 €;1;15;61;549;63;6;20;6;5;0
2689;1135;33;Mestrado;37 515 €;0;6;65;149;43;4;41;7;5;0
2690;1177;51;Mestrado;87 595 €;0;20;89;826;84;1;14;1;1;0
2691;958;47;Licenciatura;68 657 €;1;11;19;345;71;2;21;1;5;0
2692;1235;50;Mestrado;49 152 €;1;9;53;262;78;2;15;5;0;0
2693;959;58;Licenciatura;98 153 €;1;21;8;895;76;4;13;3;3;0
2694;677;74;Mestrado;135 579 €;1;35;41;1796;41;0;52;2;5;1
2695;1058;62;Mestrado;72 592 €;1;12;51;397;40;15;32;4;9;0
2696;603;63;Mestrado;99 308 €;1;19;39;774;54;0;38;5;3;0
2697;962;34;Licenciatura;48 092 €;0;11;9;338;49;6;19;12;14;0
2698;595;67;Doutoramento;96 811 €;0;14;59;488;67;5;18;5;5;0
2699;996;53;Mestrado;73 101 €;0;11;35;346;41;20;35;3;1;0
2700;849;53;Mestrado;87 253 €;1;22;95;954;77;0;22;0;0;0
2701;550;57;Secundario;98 757 €;1;27;46;1269;29;18;24;12;17;1
2702;1086;45;Mestrado;67 871 €;1;14;13;492;90;1;8;1;0;1
2703;682;74;Mestrado;131 702 €;1;37;23;1924;52;1;37;5;6;1
2704;860;62;Mestrado;103 225 €;0;23;67;1012;73;2;17;4;5;1
2705;844;54;Licenciatura;59 581 €;1;4;31;90;78;3;17;0;2;0
2706;593;54;Licenciatura;71 817 €;1;13;4;439;91;1;7;1;1;1
2707;759;28;Licenciatura;45 755 €;0;3;16;40;51;18;17;9;5;0
2708;1079;73;Mestrado;96 889 €;1;26;96;1209;28;18;27;18;9;0
2709;847;51;Licenciatura;72 503 €;1;10;9;300;78;2;17;0;3;1
2710;936;21;Licenciatura;32 636 €;0;7;68;182;12;22;25;27;15;0
2711;1080;34;Mestrado;25 755 €;1;3;59;27;44;11;26;2;17;0
2712;648;56;Mestrado;92 298 €;1;21;47;884;63;6;20;5;6;0
2713;1182;63;Doutoramento;95 550 €;1;22;72;949;82;2;13;1;2;0
2714;669;63;Doutoramento;87 751 €;1;18;90;711;79;2;16;1;2;0
2715;714;29;Mestrado;44 167 €;0;4;5;59;43;5;38;3;11;0
2716;586;55;Licenciatura;73 311 €;1;11;51;346;50;4;38;7;1;1
2717;689;41;Mestrado;65 750 €;1;11;78;340;67;3;25;5;0;0
2718;647;62;Licenciatura;93 956 €;1;12;38;387;52;9;21;6;12;0
2719;718;49;Mestrado;66 581 €;1;14;84;484;84;0;15;0;1;0
2720;742;35;Mestrado;56 693 €;0;2;84;41;41;3;45;7;4;0
2721;1050;54;Mestrado;97 104 €;1;30;17;1470;82;0;16;1;1;0
2722;810;73;Mestrado;104 673 €;1;33;34;1661;45;7;34;6;7;0
2723;668;43;Mestrado;76 592 €;0;18;61;709;55;2;33;6;4;0
2724;592;41;Licenciatura;49 950 €;0;3;93;66;64;1;30;3;2;0
2725;1088;28;Doutoramento;28 289 €;0;6;71;152;55;6;38;0;1;1
2726;703;29;Mestrado;50 947 €;0;5;21;121;36;6;51;1;6;0
2727;1209;64;Mestrado;85 599 €;1;26;71;1203;39;3;46;12;0;0
2728;747;56;Doutoramento;90 048 €;1;20;37;825;52;19;24;0;5;0
2729;751;22;Licenciatura;32 762 €;0;4;1;67;14;14;35;20;16;0
2730;815;20;Secundario;25 307 €;0;4;7;46;39;8;16;32;4;1
2731;1116;41;Mestrado;55 440 €;0;4;15;90;63;6;27;4;0;0
2732;747;76;Mestrado;133 116 €;1;41;34;2165;50;2;28;12;8;1
2733;585;20;Secundario;26 502 €;0;4;43;35;29;16;32;9;14;0
2734;944;26;Mestrado;37 125 €;0;1;207;19;27;0;49;12;12;1
